version,window,train,validation,test
1.0,10.0,0.5602124929428101,0.48882681131362915,0.55524080991745
1.0,20.0,0.5712589025497437,0.4913793206214905,0.4781341254711151
1.0,30.0,0.5752688050270081,0.5207100510597229,0.5525525808334351
1.0,40.0,0.5649038553237915,0.5,0.5139318704605103
1.0,50.0,0.5616686940193176,0.5031446814537048,0.5143769979476929
1.0,60.0,0.5596107244491577,0.49025973677635193,0.5148515105247498
2.0,10.0,0.5779221057891846,0.4748603403568268,0.5297450423240662
2.0,20.0,0.5492874383926392,0.479885071516037,0.5014577507972717
2.0,30.0,0.5716845989227295,0.5207100510597229,0.5075075030326843
2.0,40.0,0.5727163553237915,0.5304877758026123,0.529411792755127
2.0,50.0,0.5665054321289062,0.5377358198165894,0.5207667946815491
2.0,60.0,0.5796837210655212,0.5162337422370911,0.48514851927757263
3.0,10.0,0.5478157997131348,0.4748603403568268,0.5240793228149414
3.0,20.0,0.5522565245628357,0.47413793206214905,0.5189504623413086
3.0,30.0,0.5585424304008484,0.5443786978721619,0.5165165066719055
3.0,40.0,0.5649038553237915,0.5487805008888245,0.5201238393783569
3.0,50.0,0.5683192014694214,0.5377358198165894,0.5175718665122986
3.0,60.0,0.5602189898490906,0.5551947951316833,0.5181518197059631
4.0,10.0,0.5773317813873291,0.4832402169704437,0.5382436513900757
4.0,20.0,0.5522565245628357,0.49425286054611206,0.5218659043312073
4.0,30.0,0.5710872411727905,0.5562130212783813,0.4714714586734772
4.0,40.0,0.5745192170143127,0.5640243887901306,0.4891640841960907
4.0,50.0,0.568923830986023,0.5691823959350586,0.5143769979476929
4.0,60.0,0.5760340690612793,0.5779221057891846,0.47194719314575195
