version,window,train,validation,test
1.0,10.0,14.42663288116455,26.743789672851562,19.606966018676758
1.0,20.0,2.3650894165039062,29.734085083007812,20.20302963256836
1.0,30.0,3.406665086746216,28.56877326965332,21.140382766723633
1.0,40.0,2.987501621246338,28.503141403198242,17.664613723754883
1.0,50.0,2.633927822113037,28.15447235107422,17.352108001708984
1.0,60.0,3.4237847328186035,27.771451950073242,20.34416961669922
2.0,10.0,14.414583206176758,26.607105255126953,19.901294708251953
2.0,20.0,2.2757253646850586,29.72991943359375,19.5998477935791
2.0,30.0,2.3557326793670654,27.715932846069336,18.786325454711914
2.0,40.0,2.641721487045288,27.210601806640625,18.264141082763672
2.0,50.0,2.94454026222229,26.101825714111328,19.637786865234375
2.0,60.0,3.585115671157837,26.588647842407227,17.86676597595215
3.0,10.0,14.427312850952148,26.64021110534668,20.194799423217773
3.0,20.0,2.503610849380493,27.40477180480957,23.229198455810547
3.0,30.0,2.4820871353149414,26.977672576904297,19.03611183166504
3.0,40.0,3.175858497619629,27.87428855895996,21.00364112854004
3.0,50.0,2.388038396835327,26.89253807067871,20.812442779541016
3.0,60.0,2.580552339553833,27.74764060974121,19.173269271850586
4.0,10.0,14.280731201171875,26.754919052124023,19.738529205322266
4.0,20.0,2.9655823707580566,28.266796112060547,21.68937873840332
4.0,30.0,2.5987377166748047,28.476160049438477,18.809926986694336
4.0,40.0,2.6758923530578613,27.183746337890625,23.704025268554688
4.0,50.0,2.5908637046813965,28.379484176635742,21.7899169921875
4.0,60.0,2.750714063644409,28.2778377532959,21.304901123046875
