version,window,train,validation,test
1.0,10.0,0.35308200120925903,-0.23951244354248047,-0.6076312065124512
1.0,20.0,0.982425332069397,-0.22290146350860596,-1.3295722007751465
1.0,30.0,0.9869849681854248,-0.2913247346878052,-0.8146854639053345
1.0,40.0,0.9737305641174316,-0.25592172145843506,-2.016849994659424
1.0,50.0,0.9842085838317871,-0.14253830909729004,-0.4210587739944458
1.0,60.0,0.9364262819290161,-0.242958664894104,-0.9415383338928223
2.0,10.0,0.35394203662872314,-0.22624897956848145,-0.5999424457550049
2.0,20.0,0.9813434481620789,-0.2801250219345093,-1.2505278587341309
2.0,30.0,0.967987596988678,-0.23736095428466797,-0.8606599569320679
2.0,40.0,0.9864113926887512,-0.26080894470214844,-0.8351595401763916
2.0,50.0,0.9873673319816589,-0.24482417106628418,-0.4065951108932495
2.0,60.0,0.9449120759963989,-0.4240572452545166,-0.8776012659072876
3.0,10.0,0.35175400972366333,-0.24083316326141357,-0.509870171546936
3.0,20.0,0.9862383604049683,-0.12409615516662598,-1.0188357830047607
3.0,30.0,0.9617981910705566,-0.3999214172363281,-1.1396825313568115
3.0,40.0,0.9824389815330505,-0.2154829502105713,-0.8199045658111572
3.0,50.0,0.9829160571098328,-0.19526243209838867,-0.7101619243621826
3.0,60.0,0.9808585047721863,-0.2698962688446045,-0.7983509302139282
4.0,10.0,0.35390913486480713,-0.24948203563690186,-0.5240943431854248
4.0,20.0,0.9827777743339539,-0.2625572681427002,-0.895315408706665
4.0,30.0,0.969496488571167,-0.4891246557235718,-0.8862241506576538
4.0,40.0,0.9868582487106323,-0.3027472496032715,-0.9774496555328369
4.0,50.0,0.975649893283844,-0.08002567291259766,-0.5370628833770752
4.0,60.0,0.9754304885864258,-0.1535778045654297,-0.5279591083526611
