version,window,train,validation,test
1.0,10.0,0.717827626918536,0.5307262569832403,0.5098591549295775
1.0,20.0,0.9495249406175772,0.5201149425287356,0.553623188405797
1.0,30.0,0.9193548387096774,0.5236686390532544,0.5402985074626866
1.0,40.0,0.9326923076923077,0.5335365853658537,0.5230769230769231
1.0,50.0,0.5259975816203144,0.4811320754716981,0.5174603174603175
1.0,60.0,0.8400243309002433,0.5292207792207793,0.5901639344262295
2.0,10.0,0.7207792207792207,0.5167597765363129,0.532394366197183
2.0,20.0,0.9495249406175772,0.47988505747126436,0.5101449275362319
2.0,30.0,0.9229390681003584,0.4911242603550296,0.5014925373134328
2.0,40.0,0.8774038461538461,0.4695121951219512,0.5015384615384615
2.0,50.0,0.941354292623942,0.5408805031446541,0.5301587301587302
2.0,60.0,0.860705596107056,0.5064935064935064,0.4918032786885246
3.0,10.0,0.7160566706021252,0.5391061452513967,0.5154929577464789
3.0,20.0,0.9471496437054632,0.46839080459770116,0.5159420289855072
3.0,30.0,0.9420549581839904,0.4467455621301775,0.5074626865671642
3.0,40.0,0.8984375,0.4725609756097561,0.5138461538461538
3.0,50.0,0.93409915356711,0.5408805031446541,0.5365079365079365
3.0,60.0,0.9245742092457421,0.5,0.4885245901639344
4.0,10.0,0.7148760330578512,0.5335195530726257,0.5098591549295775
4.0,20.0,0.9412114014251781,0.49712643678160917,0.518840579710145
4.0,30.0,0.9032258064516129,0.5118343195266272,0.4955223880597015
4.0,40.0,0.9525240384615384,0.5396341463414634,0.5107692307692308
4.0,50.0,0.9510278113663845,0.5251572327044025,0.473015873015873
4.0,60.0,0.9397810218978102,0.4837662337662338,0.4918032786885246
