version,window,train,validation,test
1.0,10.0,11.66602611541748,21.4696102142334,15.247871398925781
1.0,20.0,1.9324737787246704,21.54489517211914,17.260778427124023
1.0,30.0,1.8330327272415161,22.809520721435547,16.741586685180664
1.0,40.0,2.623093843460083,22.164430618286133,18.792457580566406
1.0,50.0,1.9224885702133179,21.76338768005371,14.749351501464844
1.0,60.0,4.473039150238037,22.30787467956543,16.754127502441406
2.0,10.0,11.588066101074219,21.283004760742188,15.389074325561523
2.0,20.0,2.129779577255249,22.037334442138672,17.28557777404785
2.0,30.0,3.0752367973327637,22.039220809936523,16.969417572021484
2.0,40.0,2.0095198154449463,22.28078842163086,16.706817626953125
2.0,50.0,1.8786274194717407,23.15492057800293,14.085668563842773
2.0,60.0,3.9149298667907715,23.877887725830078,16.46595001220703
3.0,10.0,11.651894569396973,21.565656661987305,14.815555572509766
3.0,20.0,1.936745285987854,20.90899085998535,17.217500686645508
3.0,30.0,3.2440953254699707,22.96986961364746,16.264787673950195
3.0,40.0,2.2262814044952393,21.970609664916992,15.486777305603027
3.0,50.0,2.2307770252227783,22.580995559692383,16.04585075378418
3.0,60.0,2.398689031600952,23.387531280517578,16.478347778320312
4.0,10.0,11.702676773071289,21.60552978515625,14.997859001159668
4.0,20.0,2.01408314704895,21.988506317138672,15.19252872467041
4.0,30.0,2.8831613063812256,24.494644165039062,16.25151824951172
4.0,40.0,1.9471067190170288,22.950401306152344,17.029109954833984
4.0,50.0,2.5865724086761475,20.69093132019043,15.227829933166504
4.0,60.0,2.69767427444458,21.72247314453125,14.361231803894043
